"id","numero_cte","destinatario_nome","veiculo_placa","valor_total","data_emissao","numero_fatura","data_baixa","observacao","data_inclusao_fatura","data_envio_processo","primeiro_envio","data_rq_tmc","data_atesto","envio_final","origem_dados","created_at","updated_at"
2202,21696,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","376.77","2025-02-07","5024389","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-11","2025-02-07","2025-02-21","2025-02-21","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:03.653762+00"
2203,21695,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","374.72","2025-02-07","5024388","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-11","2025-02-07","2025-02-21","2025-02-21","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:03.858312+00"
2204,21694,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1027.59","2025-02-07","5024387","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-11","2025-02-07","2025-02-20","2025-02-20","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:04.070692+00"
2205,21693,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","464.08","2025-02-07","5024386","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-11","2025-02-07","2025-02-20","2025-02-20","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:04.28458+00"
2206,21692,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","613.04","2025-02-07","5024385","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-11","2025-02-07","2025-02-20","2025-02-20","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:04.495249+00"
2207,21691,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","580.40","2025-02-07","5024384","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-11","2025-02-07","2025-02-20","2025-02-20","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:04.721909+00"
2208,21690,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","544.26","2025-02-07","5024383","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-11","2025-02-07","2025-02-20","2025-02-20","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:04.950101+00"
2209,876,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1310.52","2025-02-10",NULL,"2025-05-20"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-11","2025-02-10","2025-04-01","2025-04-01","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 18:04:04.681186+00"
2210,21703,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KQO5E26","1995.09","2025-02-11","5024396","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-14","2025-02-11","2025-02-27","2025-02-27","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:02.104031+00"
2211,21702,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1528.90","2025-02-11","5024395","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-14","2025-02-11","2025-02-27","2025-02-27","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:02.323008+00"
2212,21701,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1827.61","2025-02-11","5024394","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-14","2025-02-11","2025-02-27","2025-02-27","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:02.54807+00"
2213,21700,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","740.61","2025-02-11","5024393","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-11","2025-02-11","2025-02-21","2025-02-21","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:02.759656+00"
2214,21699,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1203.43","2025-02-11","5024392","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-11","2025-02-11","2025-02-21","2025-02-21","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:02.992857+00"
2215,21698,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1227.70","2025-02-11","5024391","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-11","2025-02-11","2025-02-21","2025-02-21","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:03.220114+00"
2216,21697,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","658.82","2025-02-11","5024390","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-11","2025-02-11","2025-02-21","2025-02-21","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:03.438076+00"
2217,21709,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","492.97","2025-02-12","5024402","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-14","2025-02-12","2025-02-26","2025-02-26","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:01.002155+00"
2218,21708,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","479.81","2025-02-12","5024401","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-14","2025-02-12","2025-02-26","2025-02-26","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:01.21488+00"
2219,21707,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","710.01","2025-02-12","5024400","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-14","2025-02-12","2025-02-27","2025-02-27","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:01.439706+00"
2220,21705,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","985.19","2025-02-12","5024398","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-14","2025-02-12","2025-02-27","2025-02-27","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:01.661104+00"
2221,21704,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","456.52","2025-02-12","5024397","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-14","2025-02-12","2025-02-27","2025-02-27","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:01.884407+00"
2222,21720,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","5932.26","2025-02-14","5024410","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-18","2025-02-14","2025-02-26","2025-02-26","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:27:59.223338+00"
2223,21719,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1176.31","2025-02-14","5024409","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-18","2025-02-14","2025-02-26","2025-02-26","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:27:59.44349+00"
2224,21718,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1847.04","2025-02-14","5024408","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-18","2025-02-14","2025-02-26","2025-02-26","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:27:59.653019+00"
2225,21717,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1335.65","2025-02-14","5024407","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-18","2025-02-14","2025-02-26","2025-02-26","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:27:59.879258+00"
2226,21716,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","1027.65","2025-02-14","5024406","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-18","2025-02-14","2025-02-27","2025-02-27","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:00.111228+00"
2227,21715,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","574.11","2025-02-14","5024405","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-18","2025-02-14","2025-02-26","2025-02-26","CSV_Importado_V4","2025-08-12 17:34:07.313007+00","2025-08-13 14:28:00.329174+00"
2228,21714,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","524.60","2025-02-14","5024404","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-18","2025-02-14","2025-02-26","2025-02-26","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 14:28:00.542451+00"
2229,21713,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","451.65","2025-02-14","5024403","2025-03-07"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-18","2025-02-14","2025-02-26","2025-02-26","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 14:28:00.775872+00"
2230,21723,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","1348.78","2025-02-17","5024412","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-17","2025-05-30","2025-05-30","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:03.397922+00"
2231,21721,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","2171.05","2025-02-17","5024411","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-17","2025-05-30","2025-05-30","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:03.61077+00"
2232,21724,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","1700.70","2025-02-18","5024413","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-18","2025-05-30","2025-05-30","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:03.180027+00"
2233,21736,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","1002.61","2025-02-19","5024425","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-19","2025-05-29","2025-05-29","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:00.866799+00"
2234,21735,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","879.83","2025-02-19","5024424","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-19","2025-05-29","2025-05-29","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:01.074761+00"
2235,21734,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KYE1I22","2675.26","2025-02-19","5024423","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-19","2025-05-30","2025-05-30","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:01.294755+00"
2236,21733,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","2377.50","2025-02-19","5024422","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-19","2025-05-30","2025-05-30","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:01.505634+00"
2237,21732,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","2048.73","2025-02-19","5024421","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-19","2025-05-30","2025-05-30","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:01.734907+00"
2238,21731,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","6227.51","2025-02-19","5024420","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-19","2025-05-30","2025-05-30","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:01.943404+00"
2239,21730,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KOR7G99","1841.61","2025-02-19","5024419","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-19","2025-05-30","2025-05-30","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:02.15285+00"
2240,21729,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","1799.78","2025-02-19","5024418","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-19","2025-05-30","2025-05-30","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:02.359099+00"
2241,21727,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1565.40","2025-02-19","5024416","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-19","2025-05-30","2025-05-30","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:02.567823+00"
2242,21726,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","900.06","2025-02-19","5024415","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-19","2025-05-30","2025-05-30","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:02.768626+00"
2243,21725,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","2653.19","2025-02-19","5024414","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-19","2025-05-30","2025-05-30","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:02.972249+00"
2244,21742,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","771.65","2025-02-20","5024431","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-20","2025-05-29","2025-05-29","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:59.781871+00"
2245,21741,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","777.10","2025-02-20","5024430","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-20","2025-05-29","2025-05-29","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:59.9938+00"
2246,21740,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","496.19","2025-02-20","5024429","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-20","2025-05-29","2025-05-29","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:00.199297+00"
2247,21739,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","594.15","2025-02-20","5024428","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-20","2025-05-29","2025-05-29","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:00.415882+00"
2248,21738,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1917.92","2025-02-20","5024427","2025-07-04"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-24","2025-02-20","2025-05-29","2025-05-29","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:05:00.652882+00"
2249,21747,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1935.81","2025-02-23","5024436","2025-03-24"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-27","2025-02-23","2025-03-12","2025-03-12","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 14:27:58.121598+00"
2250,21746,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1891.06","2025-02-23","5024435","2025-03-24"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-27","2025-02-23","2025-03-12","2025-03-12","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 14:27:58.355139+00"
2251,21745,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","577.18","2025-02-23","5024434","2025-03-24"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-27","2025-02-23","2025-03-12","2025-03-12","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 14:27:58.582943+00"
2252,21744,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","636.58","2025-02-23","5024433","2025-03-24"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-27","2025-02-23","2025-03-12","2025-03-12","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 14:27:58.795248+00"
2253,21743,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","523.61","2025-02-23","5024432","2025-03-24"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-27","2025-02-23","2025-03-12","2025-03-12","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 14:27:59.002152+00"
2254,21756,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","629.99","2025-02-25","5024445","2025-06-05"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-28","2025-02-25","2025-05-20","2025-05-20","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:24.026996+00"
2255,21754,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","7165.82","2025-02-25","5024443","2025-06-05"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-28","2025-02-25","2025-05-20","2025-05-20","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:24.245995+00"
2256,21753,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","744.49","2025-02-25","5024442","2025-06-05"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-28","2025-02-25","2025-05-20","2025-05-20","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:24.469035+00"
2257,21751,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","7046.00","2025-02-25","5024440","2025-06-05"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-28","2025-02-25","2025-05-20","2025-05-20","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:24.700303+00"
2258,21750,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","1607.68","2025-02-25","5024439","2025-06-05"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-28","2025-02-25","2025-05-20","2025-05-20","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:24.927549+00"
2259,21752,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","661.90","2025-02-25","5024441","2025-05-30"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-28","2025-02-25","2025-05-20","2025-05-20","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:38.850181+00"
2260,21760,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","821.24","2025-02-26","5024449","2025-06-05"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-28","2025-02-26","2025-05-20","2025-05-20","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:23.361898+00"
2261,21758,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","1822.83","2025-02-26","5024447","2025-06-05"," | BAIXA REGISTRADA",NULL,NULL,"2025-02-28","2025-02-26","2025-05-20","2025-05-20","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:23.591621+00"
2263,21763,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KYE1I22","1854.96","2025-02-26","5024452","2025-03-31"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-07","2025-02-26","2025-03-21","2025-03-21","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 14:28:16.21385+00"
2264,21762,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","587.11","2025-02-26","5024451","2025-03-31"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-07","2025-02-26","2025-03-21","2025-03-21","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 14:28:16.427315+00"
2265,891,"BAKER HUGHES DO BRASIL LTDA","EMR3D89","923.60","2025-02-26",NULL,"2025-05-20"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-07","2025-02-26","2025-04-01","2025-04-01","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:04.46298+00"
2266,890,"BAKER HUGHES DO BRASIL LTDA","KYN6481","1442.10","2025-02-26",NULL,"2025-05-20"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-07","2025-02-26","2025-04-02","2025-04-02","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:05.99317+00"
2267,21767,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","987.17","2025-02-27","5024456","2025-06-05"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-05","2025-02-27","2025-05-20","2025-05-20","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:22.896368+00"
2268,21765,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","700.61","2025-02-27","5024454","2025-06-05"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-05","2025-02-27","2025-05-20","2025-05-20","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:23.137328+00"
2269,892,"BAKER HUGHES DO BRASIL LTDA","KYN6481","1653.25","2025-02-27",NULL,"2025-05-20"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-07","2025-02-27","2025-04-01","2025-04-01","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:04.237463+00"
2270,893,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","633.47","2025-02-27",NULL,"2025-05-20"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-07","2025-02-27","2025-04-02","2025-04-02","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:05.78223+00"
2271,21771,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","655.56","2025-02-28","5024460","2025-05-19"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-07","2025-02-28","2025-03-27","2025-03-27","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:02.475061+00"
2272,21769,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1617.14","2025-02-28","5024458","2025-03-31"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-07","2025-02-28","2025-03-21","2025-03-21","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 14:28:15.783042+00"
2273,21768,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","655.01","2025-02-28","5024457","2025-03-31"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-07","2025-02-28","2025-03-21","2025-03-21","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 14:28:15.997257+00"
2274,895,"BAKER HUGHES DO BRASIL LTDA","KXO7J95","423.26","2025-02-28",NULL,"2025-05-20"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-07","2025-02-28","2025-04-01","2025-04-01","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:03.802702+00"
2275,894,"BAKER HUGHES DO BRASIL LTDA","KYN6481","1788.15","2025-02-28",NULL,"2025-05-20"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-07","2025-02-28","2025-04-01","2025-04-01","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:04.01977+00"
2276,896,"BAKER HUGHES DO BRASIL LTDA","KXO7J95","538.86","2025-02-28",NULL,"2025-05-20"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-07","2025-02-28","2025-04-02","2025-04-02","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:05.561935+00"
2277,21772,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","1712.60","2025-03-06","5024461","2025-05-19"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-11","2025-03-06","2025-03-27","2025-03-27","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:02.234017+00"
2278,897,"BAKER HUGHES DO BRASIL LTDA","KXO7J95","808.78","2025-03-06",NULL,"2025-05-20"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-11","2025-03-06","2025-04-01","2025-04-01","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:03.577584+00"
2279,21779,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","810.27","2025-03-07","5024468","2025-05-19"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-12","2025-03-07","2025-03-27","2025-03-27","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:01.798948+00"
2280,21776,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","652.56","2025-03-07","5024465","2025-05-19"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-12","2025-03-07","2025-03-27","2025-03-27","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:02.015252+00"
2281,898,"BAKER HUGHES DO BRASIL LTDA","KXO7J95","848.94","2025-03-07",NULL,"2025-05-20"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-12","2025-03-07","2025-04-02","2025-04-02","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:05.33929+00"
2282,21782,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1016.15","2025-03-10","5024471","2025-05-19"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-12","2025-03-10","2025-03-27","2025-03-27","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:01.5796+00"
2283,900,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","144.21","2025-03-10",NULL,"2025-05-20"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-13","2025-03-10","2025-04-01","2025-04-01","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:03.15877+00"
2284,899,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","725.88","2025-03-10",NULL,"2025-05-20"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-13","2025-03-10","2025-04-01","2025-04-01","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:03.363082+00"
2285,901,"BAKER HUGHES DO BRASIL LTDA","KYN6481","923.61","2025-03-10",NULL,"2025-05-20"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-13","2025-03-10","2025-04-02","2025-04-02","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:05.122687+00"
2286,21787,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","530.68","2025-03-11","5024477","2025-05-19"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-13","2025-03-11","2025-03-27","2025-03-27","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:01.154846+00"
2287,21784,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","772.12","2025-03-11","5024472","2025-05-19"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-12","2025-03-11","2025-04-02","2025-04-02","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:01.373094+00"
2288,21793,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KYK8231","1263.07","2025-03-12","5024483","2025-06-05"," | BAIXA REGISTRADA",NULL,NULL,"2025-03-24","2025-03-12","2025-05-20","2025-05-20","CSV_Importado_V4","2025-08-12 17:34:09.068522+00","2025-08-13 18:04:22.66447+00"
